Bradi3g59460.2	GO:0005576;GO:0009664
Bradi4g09920.2	GO:0004553;GO:0005975
Bradi1g18650.1	GO:0004134;GO:0005975;GO:0030246;GO:2001070
Bradi2g03717.1	GO:0004222;GO:0006508
Bradi1g78710.1	GO:0016020
Bradi3g47232.1	GO:0030001;GO:0046872
Bradi3g36760.1	GO:0009765;GO:0016020
Bradi3g18248.3	GO:0005515
Bradi5g22930.2	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0048544
Bradi4g30060.2	GO:0009765;GO:0016020
Bradi5g11060.2	GO:0003824;GO:0006633;GO:0008152;GO:0016747
Bradi2g46093.1	GO:0009055;GO:0015035;GO:0045454
Bradi2g21420.1	GO:0005515;GO:0009744;GO:0043562
Bradi2g35860.1	GO:0016491;GO:0055114
Bradi1g76330.1	GO:0004096;GO:0006979;GO:0020037;GO:0055114
Bradi4g27570.2	GO:0005978;GO:0008878;GO:0009058;GO:0016779
Bradi3g07558.1	GO:0008152;GO:0016758
Bradi2g53620.1	GO:0003677;GO:0005634;GO:0008270;GO:0045893
Bradi3g59210.1	GO:0005507;GO:0016491;GO:0046274;GO:0048046;GO:0052716;GO:0055114
Bradi1g06300.4	GO:0004672;GO:0004713;GO:0005509;GO:0005524;GO:0006468
Bradi1g49470.1	GO:0055085
Bradi4g31460.1	GO:0015969
Bradi4g19634.1	GO:0005515
Bradi3g17287.1	GO:0003677;GO:0006355
Bradi5g12150.1	GO:0009765;GO:0016020
Bradi4g20240.3	GO:0004553;GO:0005975
Bradi2g15410.1	GO:0009269
Bradi1g44170.1	GO:0016787
Bradi4g36517.2	GO:0004553;GO:0005975;GO:0030246
Bradi1g60397.4	GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468
Bradi4g26342.1	GO:0016021;GO:0022857;GO:0055085
Bradi4g37210.2	GO:0009765;GO:0016020
Bradi1g43710.1	GO:0003677
Bradi1g25447.3	GO:0000272;GO:0005975;GO:0016161
Bradi3g56335.1	GO:0009401
Bradi1g41957.2	GO:0005975;GO:0016868
Bradi4g37450.1	GO:0016021;GO:0055085
Bradi1g24770.1	GO:0016021;GO:0022857;GO:0055085
Bradi4g35890.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi3g10770.5	GO:0005488
Bradi3g52400.1	GO:0005524;GO:0005975;GO:0008152;GO:0008974;GO:0016301
Bradi2g34980.2	GO:0005488
Bradi3g58010.1	GO:0003824;GO:0004556;GO:0005509;GO:0005975;GO:0043169
Bradi2g10770.3	GO:0015979;GO:0015995;GO:0016491;GO:0046872;GO:0048529;GO:0055114
Bradi4g21170.1	GO:0009765;GO:0016020
Bradi2g56145.1	GO:0003677;GO:0003700;GO:0006355
Bradi1g54650.2	GO:0006486;GO:0008378;GO:0016020;GO:0016757;GO:0030246
Bradi1g62420.1	GO:0005515;GO:0005622;GO:0008270
Bradi3g22740.4	GO:0008152;GO:0008168
Bradi2g55120.1	GO:0004645;GO:0005975;GO:0008184;GO:0030170
Bradi3g41691.1	GO:0016491;GO:0055114
Bradi2g22907.1	GO:0003677;GO:0005524;GO:0006260
Bradi4g29852.2	GO:0046982
Bradi3g07230.1	GO:0005509
Bradi1g03780.1	GO:0003676;GO:0046872
Bradi3g26920.4	GO:0003700;GO:0005634;GO:0006355;GO:0043565
Bradi3g03597.1	GO:0043531
Bradi3g22880.3	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085
Bradi4g29030.1	GO:0003824;GO:0005992;GO:0008152
Bradi3g44290.1	GO:0006629;GO:0008081
Bradi3g49220.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi4g10610.5	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi3g11220.6	GO:0005515
Bradi1g76500.1	GO:0005524;GO:0006270;GO:0006275;GO:0006952;GO:0016021;GO:0043565
Bradi4g03160.1	GO:0003677
Bradi1g09790.1	GO:0005516;GO:0009522;GO:0015979;GO:0042651
Bradi2g55297.1	GO:0005515
Bradi3g52307.1	GO:0004553;GO:0005618;GO:0005975;GO:0006073;GO:0010411;GO:0016762;GO:0042546;GO:0048046
Bradi1g59587.1	GO:0005515
Bradi3g35980.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi5g24460.1	GO:0005516;GO:0006950
Bradi3g33650.1	GO:0003849;GO:0009073
Bradi1g46670.6	GO:0005985;GO:0016157
Bradi1g49570.1	GO:0003677;GO:0003700;GO:0006355
Bradi2g48010.2	GO:0003824;GO:0004375;GO:0006544;GO:0006546;GO:0055114
Bradi2g57470.1	GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468
Bradi3g50750.1	GO:0005576;GO:0019953
Bradi1g24960.4	GO:0005337;GO:0006810;GO:0016021
Bradi3g35630.4	GO:0008152;GO:0008168
Bradi3g55317.1	GO:0004672;GO:0005524;GO:0006468
Bradi4g21000.1	GO:0005515
Bradi2g36980.6	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi2g29960.5	GO:0003677;GO:0003700;GO:0006355
Bradi2g20020.1	GO:0015095;GO:0015693;GO:0016021
Bradi1g14983.2	GO:0006629;GO:0008081;GO:0008889
Bradi2g09680.1	GO:0004601;GO:0006979;GO:0020037;GO:0055114
Bradi1g56137.1	GO:0003676;GO:0004519
Bradi3g30660.1	GO:0009733
Bradi1g06772.1	GO:0005525
Bradi1g15547.1	GO:0016788
Bradi5g03460.1	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
Bradi2g39710.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi3g57230.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi1g71373.1	GO:0016765
Bradi5g27069.1	GO:0043531
Bradi1g57750.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246
Bradi5g19130.1	GO:0005506;GO:0006633;GO:0016491;GO:0055114
Bradi1g14200.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0007165
Bradi4g12590.3	GO:0005515
Bradi3g10730.2	GO:0003677
Bradi3g11050.1	GO:0004190;GO:0006508
Bradi1g23610.2	GO:0009765;GO:0016020
Bradi5g16410.1	GO:0000077;GO:0005730;GO:0006281;GO:0030896
Bradi5g19100.1	GO:0003824;GO:0009058;GO:0030170
Bradi2g44270.1	GO:0003700;GO:0006355;GO:0043565
Bradi3g26930.1	GO:0010309;GO:0055114
Bradi2g14940.1	GO:0003677
Bradi2g23870.1	GO:0003676;GO:0046872
Bradi2g53730.1	GO:0003333
Bradi1g05460.1	GO:0003824;GO:0004834;GO:0006568;GO:0008152
Bradi3g11060.1	GO:0008883;GO:0033014;GO:0050661;GO:0055114
Bradi4g36720.1	GO:0004190;GO:0006508
Bradi2g33940.1	GO:0008152;GO:0016758
Bradi2g53170.1	GO:0004124;GO:0006535
Bradi3g18090.1	GO:0003824;GO:0004722;GO:0006470
Bradi2g27937.1	GO:0005515;GO:0008270
Bradi1g23692.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246
Bradi4g10550.4	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi4g30930.1	GO:0005524;GO:0034551
Bradi2g00740.1	GO:0003677;GO:0046983
Bradi3g58830.1	GO:0005509;GO:0005544
Bradi4g07130.1	GO:0006508;GO:0008234
Bradi4g33870.3	GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0046872
Bradi3g54290.3	GO:0003824;GO:0004722;GO:0006470
Bradi2g26770.1	GO:0005509;GO:0005544
Bradi3g60730.1	GO:0016021;GO:0055085
Bradi1g25517.1	GO:0004553;GO:0005975
Bradi2g50620.1	GO:0031072;GO:0051082
Bradi3g04930.1	GO:0008152;GO:0008168
Bradi1g78790.1	GO:0000413;GO:0003755;GO:0006457
Bradi3g17090.3	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi1g39270.1	GO:0005515
Bradi3g45250.1	GO:0004842;GO:0005488;GO:0016567
Bradi2g58152.1	GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0006355;GO:0008270
Bradi2g13052.1	GO:0003824;GO:0010181;GO:0016491;GO:0055114
Bradi3g02210.1	GO:0005509
Bradi5g17330.1	GO:0006520;GO:0016491;GO:0016639;GO:0055114
Bradi2g01217.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi2g33540.1	GO:0003700;GO:0006355;GO:0043565
Bradi2g06670.1	GO:0016491;GO:0055114
Bradi3g04750.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi1g74640.1	GO:0005524;GO:0016020;GO:0016887
Bradi3g56490.4	GO:0003723;GO:0005515;GO:0005622;GO:0008270
Bradi5g15560.1	GO:0005515;GO:0005524
Bradi2g49680.1	GO:0004553;GO:0005975
Bradi5g14170.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi1g57930.1	GO:0006099;GO:0016491;GO:0016627;GO:0022900;GO:0050660;GO:0055114
Bradi1g01460.1	GO:0004592;GO:0015940
Bradi5g13061.4	GO:0004252;GO:0006508
Bradi2g04980.1	GO:0016747
Bradi1g51010.4	GO:0005198;GO:0016226;GO:0051536
Bradi1g68730.1	GO:0003676;GO:0046872
Bradi1g69330.1	GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi4g19090.3	GO:0016020
Bradi1g64010.3	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0007165
Bradi2g45100.1	GO:0016020
Bradi2g03467.1	GO:0003677;GO:0006355
Bradi2g05226.1	GO:0003677;GO:2000028
Bradi3g39210.1	GO:0005515
Bradi1g63927.1	GO:0008152;GO:0016758
Bradi1g30930.5	GO:0003824
Bradi1g50270.4	GO:0005524;GO:0005737;GO:0042026
Bradi4g35382.1	GO:0003824
Bradi1g08357.1	GO:0006508;GO:0008234
Bradi3g18070.1	GO:0003677;GO:0003700;GO:0006355
Bradi3g32297.2	GO:0005576
Bradi2g49057.3	GO:0008152;GO:0016758
Bradi4g20980.1	GO:0005515
Bradi1g64120.1	GO:0006012;GO:0016757;GO:0047216
Bradi2g48920.3	GO:0016021
Bradi3g19010.1	GO:0005515;GO:0005622;GO:0008270
Bradi3g42280.1	GO:0005515;GO:0008270
Bradi3g52660.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi1g63390.1	GO:0003993
Bradi1g09000.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246
Bradi1g42707.2	GO:0005515;GO:0006508;GO:0008236
Bradi5g09170.2	GO:0003824;GO:0003844;GO:0004553;GO:0005975;GO:0005978;GO:0043169
Bradi5g09880.5	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi4g43710.3	GO:0046373;GO:0046556
Bradi3g07190.2	GO:0009765;GO:0016020
Bradi3g06070.1	GO:0003700;GO:0006355;GO:0043565
Bradi1g64384.1	GO:0005515;GO:0005622;GO:0006396
Bradi3g00570.1	GO:0016020;GO:0016021;GO:0022857
Bradi1g03950.2	GO:0015948;GO:0050524
Bradi4g28336.2	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi2g08620.1	GO:0003700;GO:0006355;GO:0043565
Bradi4g08320.4	GO:0008168
Bradi1g67230.1	GO:0003950;GO:0046872
Bradi1g33810.1	GO:0004553;GO:0005618;GO:0005975;GO:0006073;GO:0010411;GO:0016762;GO:0042546;GO:0048046
Bradi1g78040.5	GO:0006470;GO:0008138;GO:0016311;GO:0016791
Bradi1g24760.1	GO:0009765;GO:0016020
Bradi2g44200.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi1g69170.1	GO:0071949
Bradi2g34547.1	GO:0005515
Bradi1g52020.1	GO:0016491;GO:0055114
Bradi1g55245.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi2g27180.4	GO:0005737;GO:0006415;GO:0016149
Bradi3g50740.1	GO:0005576;GO:0019953
Bradi4g43212.1	GO:0005509
Bradi1g55007.1	GO:0005524
Bradi3g06577.1	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
Bradi1g70720.3	GO:0016020;GO:0016192;GO:0048193
Bradi2g54410.1	GO:0006812;GO:0008324;GO:0016021;GO:0055085
Bradi4g13670.1	GO:0006629;GO:0008152
Bradi1g17840.1	GO:0004601;GO:0006979;GO:0020037;GO:0055114
Bradi1g54580.1	GO:0003824;GO:0004553;GO:0005975
Bradi4g16630.1	GO:0005515;GO:0042752
Bradi2g09690.1	GO:0004601;GO:0006979;GO:0020037;GO:0055114
Bradi2g33450.4	GO:0004470;GO:0004471;GO:0006108;GO:0051287;GO:0055114
Bradi3g14580.1	GO:0009055
Bradi1g76800.1	GO:0000162;GO:0004048;GO:0008152;GO:0016757
Bradi2g18530.1	GO:0003700;GO:0006355;GO:0043565
Bradi1g44720.2	GO:0005515
Bradi1g69407.3	GO:0003700;GO:0005634;GO:0006355;GO:0043565
Bradi1g09030.1	GO:0000103;GO:0004781
Bradi1g33050.1	GO:0005509
Bradi1g65810.1	GO:0004672;GO:0004707;GO:0004713;GO:0005524;GO:0006468
Bradi3g44640.1	GO:0005524;GO:0016887;GO:0019538
Bradi2g10810.1	GO:0016021;GO:0055085
Bradi3g14710.1	GO:0000287;GO:0008152;GO:0010333;GO:0016829
Bradi5g01797.2	GO:0000287;GO:0008152;GO:0010333;GO:0016829
Bradi2g34620.2	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0048544
Bradi3g47390.1	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468
Bradi1g13180.1	GO:0003676;GO:0005634;GO:0008270
Bradi1g20260.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi3g44140.1	GO:0030001;GO:0046872
Bradi3g45260.1	GO:0003824;GO:0016831;GO:0019752;GO:0030170
Bradi3g47220.1	GO:0030001;GO:0046872
Bradi1g09042.1	GO:0005509
Bradi5g09737.1	GO:0005515
Bradi2g09434.1	GO:0003677;GO:0003700;GO:0006355;GO:0043531
Bradi4g09230.1	GO:0004553;GO:0005975
Bradi1g20240.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi2g09760.3	GO:0005215;GO:0005622;GO:0006810
Bradi2g44930.2	GO:0016021
Bradi1g45020.1	GO:0016021;GO:0055085
Bradi2g39970.1	GO:0046983
Bradi3g35820.1	GO:0003824;GO:0005992;GO:0008152
Bradi2g52330.5	GO:0003743;GO:0006413
Bradi3g50220.1	GO:0003677;GO:0003700;GO:0006355;GO:0043565;GO:0046983
Bradi1g64817.2	GO:0004553;GO:0010215;GO:0016049;GO:0030246;GO:0030247;GO:0031225
Bradi5g02010.3	GO:0005524;GO:0016020;GO:0016887
Bradi2g36130.1	GO:0004252;GO:0005515;GO:0006508;GO:0008236
Bradi1g29350.4	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi2g57100.1	GO:0003677;GO:0006355
Bradi1g78350.1	GO:0005576;GO:0019953
Bradi4g23800.3	GO:0005506;GO:0006633;GO:0016491;GO:0055114
Bradi2g36790.1	GO:0003824;GO:0008152
Bradi3g14490.1	GO:0000162;GO:0004834;GO:0006568
Bradi2g27977.1	GO:0003824;GO:0004722;GO:0006470
Bradi1g69870.2	GO:0007010;GO:0008017
Bradi1g12550.12	GO:0009228;GO:0051536
Bradi1g71280.2	GO:0003677
Bradi2g59920.1	GO:0005515
Bradi3g49170.1	GO:0004672;GO:0004713;GO:0005509;GO:0005515;GO:0005524;GO:0006468;GO:0030247
Bradi3g51630.5	GO:0003677;GO:0003700;GO:0006355
Bradi1g57740.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246
Bradi1g60320.6	GO:0005985;GO:0016157
Bradi2g58091.1	GO:0005515
Bradi1g07660.1	GO:0003676;GO:0046872
Bradi1g10640.1	GO:0005509;GO:0005544
Bradi4g42536.1	GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi4g03410.1	GO:0003676;GO:0046872
Bradi1g42397.5	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi1g08390.1	GO:0000737;GO:0003677;GO:0003824;GO:0003918;GO:0005524;GO:0005694;GO:0006259;GO:0006265
Bradi3g24740.1	GO:0003676
Bradi4g36621.1	GO:0009055
Bradi2g51540.1	GO:0019762;GO:0080028
Bradi3g18290.2	GO:0003824;GO:0009058
Bradi1g17860.1	GO:0004601;GO:0006979;GO:0020037;GO:0055114
Bradi5g25570.1	GO:0003677;GO:0003700;GO:0006355
Bradi1g60960.2	GO:0005515
Bradi1g29040.1	GO:0006810;GO:0016021
Bradi2g16283.1	GO:0009765;GO:0016020
Bradi1g64070.1	GO:0004345;GO:0006006;GO:0050661;GO:0055114
Bradi1g68570.1	GO:0003676;GO:0046872
Bradi2g19970.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0007165
Bradi2g48457.1	GO:0004553;GO:0005975
Bradi1g56990.1	GO:0005515;GO:0008270
Bradi3g56801.1	GO:0003677;GO:0003700;GO:0006355
Bradi5g24170.3	GO:0008271;GO:0008272;GO:0015116;GO:0016020;GO:0016021;GO:0055085
Bradi4g08030.1	GO:0003824;GO:0050662
Bradi1g41830.3	GO:0006979;GO:0016671;GO:0030091;GO:0033743;GO:0055114
Bradi5g19430.1	GO:0004672;GO:0004713;GO:0005509;GO:0005524;GO:0006468
Bradi2g44140.1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Bradi2g57310.1	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085
Bradi1g02810.1	GO:0004335;GO:0005524;GO:0005737;GO:0006012;GO:0008152;GO:0016301;GO:0016773;GO:0046835
Bradi1g73770.1	GO:0003824;GO:0005975;GO:0008152;GO:0016857
Bradi4g31080.1	GO:0009733
Bradi1g08989.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi1g44110.1	GO:0003824;GO:0004553;GO:0005975
Bradi1g38170.1	GO:0046872
Bradi2g02477.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030247
Bradi2g19440.10	GO:0000160;GO:0004871
Bradi4g27480.1	GO:0009765;GO:0016020
Bradi1g35600.2	GO:0000162;GO:0004834;GO:0030170
Bradi2g35467.1	GO:0003779;GO:0051017
Bradi2g43150.2	GO:0005524;GO:0016020;GO:0016887
Bradi2g25410.1	GO:0071949
Bradi3g13440.4	GO:0006810;GO:0016021;GO:0016192
Bradi2g56030.1	GO:0005975;GO:0042132;GO:0042578
Bradi2g00730.1	GO:0003677;GO:0046983
Bradi4g43290.1	GO:0005509
Bradi4g43580.3	GO:0016021;GO:0022857;GO:0055085
Bradi3g35726.1	GO:0005743;GO:0006850
Bradi4g29730.3	GO:0003824;GO:0005992;GO:0008152
Bradi3g37940.2	GO:0006809;GO:0016491;GO:0030151;GO:0042128;GO:0050464;GO:0055114
Bradi3g05570.1	GO:0006812;GO:0008324;GO:0055085
Bradi3g13790.2	GO:0000166;GO:0003676
Bradi1g57050.3	GO:0003697;GO:0005515;GO:0070188
Bradi2g60340.1	GO:0003677;GO:0003700;GO:0006355
Bradi2g62400.3	GO:0005515;GO:0008270
Bradi2g01180.1	GO:0004672;GO:0004713;GO:0005524;GO:0006468
Bradi1g77990.1	GO:0004553;GO:0005618;GO:0005975;GO:0006073;GO:0010411;GO:0016762;GO:0042546;GO:0048046
Bradi3g39800.2	GO:0016021;GO:0055085
Bradi2g06840.1	GO:0005515;GO:0008270
Bradi1g13960.1	GO:0003677;GO:0003697;GO:0005524;GO:0006259;GO:0006281;GO:0008094;GO:0009432
Bradi1g19840.1	GO:0016788
Bradi4g34927.3	GO:0004553;GO:0005975
Bradi1g20100.2	GO:0016310;GO:0016772
Bradi4g13600.1	GO:0005515
Bradi4g42430.1	GO:0005515
Bradi1g72910.1	GO:0005215;GO:0006810;GO:0016020
Bradi4g33323.1	GO:0009522;GO:0015979;GO:0016020;GO:0016168
Bradi3g45270.1	GO:0005515;GO:0008270
